thread_id,customer_text,agent_text
289089,@AppleSupport @115858 You really need to fix this issue real quick.,@184883 Hi there. We'd like to help. DM us and we can take a closer look. https://t.co/GDrqU22YpT
2833059,@AppleSupport My MacBook Pro Retina Mid 2012 have been having display issues (black screen) after restart and takes like 15mins for the screen to display. I upgraded to macOS High Sierra hoping it will fix this issue but now it won’t even display again. Pls I need support on this.,"@788700 We'd like to assist. Your DM has been received, please keep a look out for our reply there shortly."
2893278,@762 @115858 @2531 Ever since I changed phones I’m unable to download apps/In order to install them I’m only given 1 option &amp; that’s “touch pad” &amp; it does not work for me. How do I change “touch” to go back to old way? #NeedToKnow #frustrated,"@380732 You’ve come to the right place. To begin, we'll need to go to the settings for Touch ID. Please go to Settings &gt; Touch ID &amp; Passcodes. Turn off iTunes &amp; App Store, if you do not want to use Touch ID to make purchases. Here's more information: https://t.co/AsMLCsnb6S"
1747320,@115858 it would sure be cool if you could fix this autocorrect problem everyone is having....,@526748 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
537606,"@244614 @AppleSupport El teclado va fatal, las apps tardan en abrirse y la batería vuela.",@244907 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2012112,@AppleSupport It come up in red and says “not delivered”,@375034 Is MMS Messaging toggled on in Settings &gt; Messages? Let us know.
2129157,"@115858  do you know about new update IOS 11.1 problem which happened to my iPhone 
هل تدرون عن مشكلة التحديث الي١١.١ لقد تم ايقاف هاتفي مرتين بسبب التحديث",@626764 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2036674,"Ever since I updated to IOS11 my iPhone 6s messes up. Slow, all the apps crash. @AppleSupport @115858 are u trying to make me buy a new phone","@602158 Hey, we can work with you to see what's going on with your iPhone. DM us the exact iOS version and we'll go from there. https://t.co/GDrqU22YpT"
1954105,@AppleSupport It’s  stuck with a message over it and  can’t  do anything https://t.co/mhwoQR0ekl,"@580076 Have you tried to restart? If it won't restart, try to force restart the iPhone: https://t.co/o7nB3pXfMv"
619487,@AppleSupport @115858  Are you serious????? I haven’t even had the IPhone X for a month and it’s already having this issue ALL the time!! Please help!!! https://t.co/zEJjy4DG6M,@267007 We can assist you. We want to make sure your iPhone is working properly. Can you please provide more details on what you are experiencing with your device?
1627574,@AppleSupport my iPhone 7 is slow and freezes ever since updating to 11.1. Other people are experiencing the same issue as me.,"@498297 We'd be happy to look into this issue with you. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT"
2944487,@AppleSupport YOU CHARGED MY ACCOUNT FOR $50 WORTH OF STUFF I NEVER PURCHASED . GIVE ME MY MONEY BACK !!!!!!!,@813398 We received your DM. Be on the lookout for our response. https://t.co/GDrqU22YpT
243264,RIP to my cellular phone battery since the new @115858 iOS 11 update.,@173762 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
1420230,@AppleSupport this new update is causing my phone to freak out. Pls help,@450155 We're here to help. What exactly is going on with your phone?
2050994,iOS 11.0.2 update still has bugs. Wish I could downgrade back to 10. @AppleSupport,@606530 We'd be happy to help you with your iOS 11 issues.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
2918840,"@AppleSupport I've tried restarting, using cellular and wifi. Nothing works",@807878 Which country are you located in? Let us know in DM here: https://t.co/GDrqU22YpT
2059755,got my screen fixed in august and april by @115858 and just shattered it now ayyyyyy i’m full of good luck woohoo,@609177 We'd be happy to look into service options with you. Tell us what country you're currently in to get started. https://t.co/GDrqU22YpT
235855,"@AppleSupport in the new ios update, ive noticed a slight delay when you press next in Music. Im using an iphone 6s 64gb model, 127 songs.",@172180 We can help. What happens when you restart? Give that a try by following: https://t.co/OWRDHWSt4h
1541999,"Ayo why I keep seeing question marks on my tl &amp; shit , my shit updated to the max Foh @115858",@477775 We want to look into this with you. DM us which model iPhone you have and iOS version to get started. https://t.co/GDrqU22YpT
1813508,"So my phone deleted all my messages, my contacts, logged me out of all my twitter accounts and now I can't access my banks?? @115858",@544808 Hi there. We'd love to help out. Please send us a DM and tell us what version of iOS you're on. We'll meet you there. https://t.co/GDrqU22YpT
2062183,@AppleSupport Hugely regretting update to iOS 11.0.2 as I watch my battery life drain at TWICE previous rate.,@609878 We'd like to look into this with you. Send us a DM with the model iPhone you're using to get started. https://t.co/GDrqU22YpT
81975,"@AppleSupport Yup. Am a member. Normally make updates on iTunes on the comp, listen on-the-go on my phone. The iCloud Lib on/off button turns on and then back to off once I leave Settings. Since yest morning. Haven’t made any setting/other changes. Normal operation",@134136 Can you tell us which iOS version you are currently using please?
1693405,These ? mark boxes are annoying as hell! @115858 you fuckin up,@513911 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2369388,Soooo is anyone else’s screen record not working on @AppleSupport #iPhone8Plus  👀 #ios11struggles,@683798 That's a super new feature and we want you to be able to use it. What's happening when you attempt a screen recording?
44616,@115858 fix yourself so that my phone stops freezing up,"@125902 We know how important it is to have your iPhone running properly, and we'd like to help. Which software version are you using?"
2787813,"@AppleSupport Both , apps freeze and throw me out , the device freezes and the screen goes black and doesn’t respond , the speaker stops working on phone calls and I have to turn it on and off to get it back , camera roll pictures don’t load &amp; the mini screen for music disappears a lot",@778258 We understand wanting to get these issues sorted out. Do you have any app updates available in the App Store &gt; Updates? Are you currently using a case or a screen protector with your iPhone?
2310123,Stupid ass shit blowing my high. Ima just start typing lower case L cause that question mark pissing me off. @AppleSupport,@669991 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1061484,@AppleSupport 11.0.3,@370637 Got it. DM us the country you're located in and we can look into some options from there. https://t.co/GDrqU2kzhr
1970217,So when are you making an update where my phone doesn’t freeze every hour for 10 minutes @115858,"@218264 We'd like to see if we can help with your iPhone. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT"
1627191,@498201 @AppleSupport Seriously thought mine was the only one doing that. I️ like reset my phone and reset my dictionary and it’s still doing it 😒😒,@498200 We are aware of this issue and are working hard to find a resolution. We do have a workaround: https://t.co/xXaXeeSRt9
1420614,"@185947 @115858 So great to hear that other ppl are experience this problem, I thought it was just me. Lol",@450260 We'd love to help! It's certainly not what we want you to experience after updating. What's the exact iOS version you're using?
1192251,Why is my phone making me log in every couple hours since the most recent update? @115858 @AppleSupport 😑,"@400221 Thanks for reaching out, we can look into this with you. Is it asking you to sign into iCloud or iTunes and App Store?"
2706905,@AppleSupport @115858 why can’t I see vdos and pics that have been synced via an iPhone to an iMac in iMovie. With all ur Corp cash you’d think this would be intuitive,@289239 We're glad to help! There are a few options for sharing iMovie videos and projects between iPhone and Mac. We'd like to share an excellent guide to help. Please DM us if you have any questions about this information: https://t.co/11VuimgCaK https://t.co/GDrqU22YpT
2728999,Why are my deleted photos from months ago reappearing in my camera roll? And suddenly all my other deleted photos are in deleted album but I cleared it a million times lol fix this @AppleSupport,@765147 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
2564184,@AppleSupport @115858 why won't my iPhone 6 receive any emails?,"@522098 We're happy to help. Let's start by taking a look at this article: https://t.co/Jpr0POLgCg

Let us know if the steps outlined there resolve or isolate the issue."
1369590,@AppleSupport Any reason my phone will not verify updates? No normal fixes are working and will not restore.,@438796 We'd be happy to look into what's going on. Which iPhone and iOS version are you using?
1071000,¿Alguien aquí que sepa cositas de una #MacBook? Desde ayer no me permite copiar nada (copiar&gt;pegar) no existe :(((((( @115858 @AppleSupport,@372735 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1496687,Hey @115858! I’ve tried several times over the past few months to get my Apple ID reset but never receive email/phone notification. Pls help!,@467480 We've got a team of specialists who can best assist with that. Connect with them here: https://t.co/UJm15vmMM2
2355959,@AppleSupport if you are going to automatically send my emails and texts to my watch you could at least include option to delete by phone instead of going one by one on watch. Plus i don’t want emails to my watch. Options?,@128101 We know customizing what notification you get on your Apple Watch is important and got some information you'll find useful. Check this out: https://t.co/vXqj8bZGU7
2726873,"Bonjour @AppleSupport, je suis pigeon chez vous depuis mars 2010, mon 5ème iPhone (quand même ! *manuel vals voice*) à ENCORE des problèmes de batterie. Pouvez m’offrir en guise compensation le dernier Samsung S8+ SVP ? Cordialement, bisous.",@764679 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1137976,been charging my phone for 1hr but it’s still on 5% ermmmm @115858,@388036 We're happy to help! Have you had the chance to restart your iPhone yet? Let us know if that changes the battery percentage.
959357,@347612 @AppleSupport I’ve been having the same problem!!!,@564925 Having a reliable iPhone is important! Let us help you with yours. DM us your device model to proceed. https://t.co/GDrqU22YpT
2966565,@AppleSupport I’ve done a tally of how far I’ve gone this month and this is wrong. It’s actually been wrong all month (from the start it’s said 201.3km/221.3km). What’s going on here? https://t.co/6V0gofHMh1,@818410 We'd like to help! Can you tell us the version of iOS that is running on your device?
1011596,"@AppleSupport Hello, I am not. Chargers of other brands work just fine with my iPhone. I just noticed when I updated to ios11 it is rejecting the charger.",@359353 Have you had the chance to try an official Apple charger? This step would help us further isolate the issue.
1332767,@AppleSupport how do I switch of automatic brightness on this new iOS?,@430908 Auto-Brightness moved to Settings &gt; General &gt; Accessibility &gt; Display Accommodations. https://t.co/bkqEVCrK2l
2117274,"@AppleSupport I used to have an iPhone 6 that was a pleasure to use until the latest iOS updates , now it’s slower than a sleeping sloth",@624046 That's not the type of experience that we'd like for you to have with your phone. Let's hop in DM and continue there: https://t.co/GDrqU22YpT
1817772,Thanks to the new iOS update my phone is sooo slow and won’t connect to wifi @115858,@546017 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT
2697218,@AppleSupport hey 👋🏼 I did 17 workouts that lasted 30 minutes &amp; more but I still can’t get this award☹ https://t.co/plh6K0TjwB,@757899 We'll be happy to look into what's going on with that award. When did you complete the final workout?
2150277,@AppleSupport @631960 Hi I did this and now random letters are turning into the symbol too and the shortcut stopped working,@631961 We'd love to look into this further with you. Please DM us and let us know which device and iOS version you're using. https://t.co/GDrqU22YpT
326762,@AppleSupport my iphone 6 battery is draining a LOT faster under 11.02 than under 11.00 or 11.01 !! What gives?,@193858 We'd be happy to assist with your battery today. Send us a DM to get started. https://t.co/GDrqU22YpT
35988,@AppleSupport I bought an Apple Watch just over a wk ago &amp; already the screen is very badly scratched.I really dont think it’s fit for purpose. #nothappy,@585492 We'd like to look into this with you. DM us which model and size Watch you have and the country you're in. We'll go from there. https://t.co/GDrqU22YpT
211252,"@AppleSupport As per our discussion I installed 11.0.1 and now the new version is released again, installed that as well, problem pertains",@166041 Please send us a DM and we will go from there. https://t.co/GDrqU22YpT
1589391,@AppleSupport  https://t.co/PGZxztYxpt,@308702 Awesome! Thank you for keeping us updated. Could you tell which iPhone you're using?
2277734,@AppleSupport Right. I updated to iOS 11.1.1 and it’s fixed my phone ringing issue. But my battery has got even worse and my phone will freeze about 5 times a day when I click an app.,@662356 Let's take a closer look in DM. Does restarting help at all? https://t.co/GDrqU22YpT
90616,I'm developing a new app. This app can access the photo library but doesn't have any photo library usage permission. Is it a bug? #Apple #appleBug #iosbug #swiftlang #iosapp #iOS11 @115858 @AppleSupport @4385 https://t.co/9l6qNIGlSo,@135613 Let's get you in the right place for help. You'll want to reach out for Developer Support here: https://t.co/MN29maiV1D
2729162,@AppleSupport  got a question about the warranty on my beats.,@765194 We’d like to point you in the right direction to get help. Please reach out to our @159983 team for support. https://t.co/GDrqU22YpT
2144598,@115858 you really gotta fix your stuff this question mark thing mad annoying,@630519 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2642603,@AppleSupport how to clear this memory. I’m unable to find the path of this Documents and Data https://t.co/MZgLrrzc8g,@728543 Hello there. The selected material is about the same size as the Mail and Attachments. Did you check for unwanted emails?
2286258,@AppleSupport ever since I updated my phone like 2 hours ago it’s been on the charger as well and it’s still on 5%,@664341 We want to help. Take a look at this article and let us know if it helps: https://t.co/uqxquyfdn0 https://t.co/GDrqU22YpT
1464944,"my iphone 7 after the last software update became slower, the screen goes black and only the screen in lock mode. @115858 @AppleSupport",@460029 Having a reliable iPhone is important! We'd be happy to help. Let us know when you updated to iOS 11.0.3 in DM to continue. https://t.co/GDrqU22YpT
1841152,"@AppleSupport your software updates have worsened my mobile. Whasaap I can not make any calls not can I send audios, writes slow. A disaster",@216491 We'd love to assist you with the WhatsApp. DM us letting us know if it shows an update for the app in the App Store. https://t.co/GDrqU22YpT
1544479,"@AppleSupport @115858 help, after searching in settings cancel appears on top most of screen overlapping d batt time, icon not responsive https://t.co/jJbOjKDXiG",@478398 Let's get into this together. Please DM us. https://t.co/GDrqU22YpT
1643384,Dearest @AppleSupport I️ can’t type anything I️ want to. I️ don’t know what happened with this update but I️ can type an I️.,@502272 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1818344,Dear @AppleSupport do not understand why 2-factor ID # is sent to device I am using. Doesn't that defeat purpose?,@437816 We can help with this. Meet us in DM to get started. https://t.co/GDrqU22YpT
2114771,@AppleSupport PLEASE FIX ISSUE WITH I️ !!!!,@623485 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2584391,"@AppleSupport my admin doesn’t want to accept my password, I can’t access and install softwares , what should I do?.","@732354 Thanks for reaching out. We know how important it is to be able to access and install software on your computer and we're happy to help. To start, we'd like to make sure we're on the same page. Are you referring to your admin account on your Mac?"
2547271,@115858 well you’ve outdone yourselves on shocking service for a faulty 3 month old iPhone that I’m stuck with yet you have my money. @1647,"@723937 That's not the experience we ever expect you to have. DM us some details about what's going on, and we'll see how we can help. https://t.co/GDrqU22YpT"
828366,@AppleSupport being prompted to review apple ID when downloading apps on new phone. Wont let me review. Pls help asap,@317337 This article may help: https://t.co/0uGi5ZBDyn You can reach out with questions here: https://t.co/UJm15vmMM2
366069,@AppleSupport And still can’t connect to new WiFi from control center…,@316296 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT
1460605,@AppleSupport my phone keeps glitching &amp; freezing. My phone isn't even 2 yrs old. What do y'all have going on? Smh,@459006 We want to help. DM us with more detail and we'll pick up there. https://t.co/GDrqU22YpT
1268412,Fascinating to see that @115858 has changed so much that it doesn’t even recognise its own accessories... 🤔 https://t.co/IzOYuzarFl,"@416994 We're happy to help. When receiving this message, what Apple accessory are you connecting to?"
1637775,@AppleSupport can you please fix this problem with the letter “I️” and the fact that it turns into I️,@500871 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9
2014274,"After updating my iphone 6s+ to 11.1,
Everytime I got notifications, touch become slow !!! 🤬
@AppleSupport",@595604 We'd be happy to look this over with you. Please meet us in DM so we may gather information and better assist. https://t.co/GDrqU22YpT
1185856,@AppleSupport Nope – it just restarted and ‘updated’ as usual... Tried it a few times and still have the same issue (same on iPad)!,@398843 Let's take a closer look into this in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT
2690859,@AppleSupport thank y'all for not letting me charge my phone and listen to music with my headphones. Y'all the real MVP.,@756468 Thank you for reaching out to us. We'd like to look into this with you. Can you DM us the type of iPhone you are using and the current iOS version? https://t.co/GDrqU22YpT
1413518,@AppleSupport I got it. The issue was fixed by rebooting the phone. Should have tried that before contacting you 😅,"@448494 We’re happy to hear that, you know how to find us if you ever need help again. We're online every day from 5am-8pm PST."
1852083,@AppleSupport Help! I’m going into work and I need my iPad Pencil and iPad Pro but my Apple Pencil isn’t turning on!,@366911 Let's check it out. Has the Pencil been charged using the steps here: https://t.co/QijwTlQ8HO We can continue in DM. https://t.co/GDrqU22YpT
123725,Wow. I am not about to keep playing with @115858. Run me my new phone🗣 cuz y'all still won't let me update after I tried all the troubleshooting steps yall sent me.,@143623 Can you please let us know via DM what happens when you try the update in iTunes? Any screenshots you may have would be a huge help. Thank you. https://t.co/GDrqU22YpT
1803304,@AppleSupport is there a way to check my battery health? Think it might need a new one.,@541859 We can definitely look into this with you. Send us a DM and let us know which device you're using. We'll go from there. https://t.co/GDrqU22YpT
346070,@115858 so I updated my software and when I opened Apple Music all the music that I added to my Library was gone. I need help please,@198366 Let’s work together to find your tunes. Which device and version of OS are you using? Please restart if you've not already.
1796340,Thanks @115858 for the fantastic 3rd update in a row.  @115948 that doesn’t work.  @118936 that’s randomly updating apps ! #lastiphone,"@539755 Definitely not the experience that we want for you to have, but we're happy to work with you on resolving this. Meet us in DM. https://t.co/GDrqU22YpT"
2375296,@115858 i️ didn’t get ios 11.1 (or whatever) but this is still happening????? https://t.co/LVIikBt6he,@685166 We'd like to look into this. DM us your location and we'll get started. https://t.co/GDrqU22YpT
2143352,@AppleSupport My led has glitched from the update,@630161 Send us a DM and we can look into this. https://t.co/GDrqU22YpT
1072230,yeah I still can't get any iOS 11 @AppleSupport https://t.co/oQEBg8U4gb,"@373019 Thanks for reaching back out. From here, let's proceed to DM, and we'll see how we can assist: https://t.co/GDrqU22YpT"
885670,@AppleSupport High Sierra 10.13,@330305 Are you seeing any error messages or pop-up messages when downloading the update?
36652,Thank you @115858 for making my iPhone 7 freeze every 5 seconds while I’m lost in a foreign country fucking great,"@123985 That's not good! We want to get your iPhone working smoothly too, especially while you travel. Which iOS version is installed?"
2152235,@115858 @AppleSupport dudes - love aspects of new iOS but phone running slower and battery being destroyed.,@632441 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
1130549,icloudta 250 tane fotoğrafım var telefonda 100 tane icloudu telefonumdan açıyorum fotoğrafları çekmiyo bu işi bilen biri dmden yazabilir mi,@386436  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1338088,There are not iPhone X available to pick up in the stores WHAT I HAVE TO DO KNOW?!!! @AppleSupport  @115858,"@432106 Reach out to us via DM, then we can point you in the right direction from there. https://t.co/GDrqU22YpT"
463943,@AppleSupport I Bought the iPhone X Today &amp; My Phone Won’t Charge Pass 4%. Had it On the Charger For 2 Hours,@225304 This is not how we'd like your experience to be with your brand new iPhone X. Have you restarted your iPhone since noticing the battery not charging? To restart your iOS device: https://t.co/JWOTqcWcbG
1484364,@464707 Exactly . @AppleSupport gotta do better . Fix our IIIIIIIIIIII’s,@464706 We'd love to help with your text! Please send us a DM with which version of iOS you're using. https://t.co/GDrqU22YpT
151494,"@AppleSupport @115858 sarcastic, rude and unacceptable behaviour from your staff I should not be being spoken to like this. https://t.co/YpgZkKitMC",@150596 We appreciate you reaching out to us about your experience and would like to look into the situation further. Please send us a DM at the link below and we'll take things from there. https://t.co/GDrqU22YpT
2242114,@AppleSupport Some cellulars numbers in Italy have problems with #imessage. And in particular 371 ...375 ...etc..of provider Fastweb. I have pay 20€ for the messages to +44 of #iMessage. I have very bored.,@653673 We want to clarify some details on the issue you are describing to see how we can best assist. Can you confirm the color of the message bubble in the conversations you are stating you are getting charged for please? Are the bubbles in the conversations green or blue?
1714790,I️ I️ I️ I️ I️ I️,@519340 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2974751,My IPhone7 is getting too much heated too much heat and also battery drain is very bad after upgrading to iOS 11.1 @AppleSupport @115858  not expected this from @115858 not happy with my IPhone 7,"@820410 We'd love to help! We know your iPhone 7 is important to you, and we want to make sure we get it running as expected. Meet up with us in DM at the link below so we can gather more details on this issue and work on a resolution. https://t.co/GDrqU22YpT"
1690517,@AppleSupport Why do I need to direc message on turning off a festive?,"@218702 In DM we'll have more space to work with you, and to make sure the issue gets resolved. https://t.co/GDrqU22YpT"
401640,@AppleSupport 11.0.2,"@210976 Super. Let's move to DM, and we'll gather more information about the issue. https://t.co/GDrqU22YpT"
1711305,hey @AppleSupport can you fix the letter i️ so i️ don’t have a question mark when i’m trying to type,@518399 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
940571,@AppleSupport Doesn’t matter I figured it out 🙄🙄🙄 https://t.co/HHhmCIASvW,@342974 We're glad you were able to work that out. Let us know if you have any other questions. We're here for you.
854529,@AppleSupport how do I stop Siri and search from turning back on inside my apps? I turned it off in nearly every app and went back in to find it turned back on. Even with Siri and search turned off I have to go through every app.,@322949 That doesn't sound right. We can definitely help you. Which device are you using? Which macOS or iOS are you running?
2137307,@AppleSupport can you please fix this software my phone is crashing and glitching !!!! Also can barley type the letter I anymore,"@628700 Thanks for reaching out! So we can look into what's going on, can you DM us which iPhone and iOS version you're using? https://t.co/GDrqU22YpT"
1772583,@AppleSupport new phone out of box won't update to 11.1... error 3014 comes up in iTunes. Help!,@532760 We want to help out with this. DM us and we'll go from there. https://t.co/GDrqU22YpT
2570444,Not sure what the problem is lately but @115858 needs to do an update to get this iPhone 7+ to stop freezing!!!!!! So aggravating.,@387696 We'd like to help find the best solution. DM us what country or region you're located in. https://t.co/GDrqU22YpT
1376104,"@116333 Tim, both my iPhones (7 &amp; 6-plus) were hacked. It's major; I thought they were secure.",@440343 We're here to help. DM us some additional details and we'll take a closer look. https://t.co/GDrqU22YpT
1645132,"I’ve been a big @115858 user for a decade, but iOS converting a capital i into symbols is easily the most annoyed I’ve ever been at Apple.",@502717 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1785747,.@115858 @AppleSupport I updated my #iPhone6splus to #ios11update last night and my phone is now crashing and restarting by the minute.,@287055 That's not the experience we want you to have! Join us in DM with more detail about the apps crashing and device restarting. https://t.co/GDrqU22YpT
2346113,@AppleSupport app store keep asking me to verify my payment information even I’ve already verified it so many times. I put my payment method to none and it’s still asking the same thing. Now I can’t update or download any apps at all. What’s the solution?,"@678388 We'd like to help you get to the right place for help with this. To get started, connect with our iTunes Store Support here: https://t.co/SDIe7UiyJN"
902341,"The iOS 11 updates are awful, apps crash, phone dies, call failures. #Apple #Iphone I want an iPhone X but this is putting me off!! @115858","@334220 If you're having issues with your device, we've got your back. Let's work on these problems together in DM. https://t.co/GDrqU22YpT"
517102,@AppleSupport my iphone 7 keep restarting randomly around 2 hours,"@239225 Thank you for reaching out. We're here to help. Could you please DM us your current iOS version, and we will continue from there. https://t.co/GDrqU2kzhr"
2345897,@AppleSupport I can’t seem to type on my iPhone when it is cold. Have you ever seen this?,@678341 Thanks for reaching out. What temperature range are you having trouble with when using your iPhone? https://t.co/GDrqU22YpT
1508050,"I need help!! @AppleSupport don’t do this! 

Lols I’m so extra. 
@118062 @121574 @AppleSupport @118061 https://t.co/FhUpOFrzd6","@470019 We have received your DMs, please look for a reply there from us shortly."
1659255,@AppleSupport I am indeed 😁,@506240 Let's take a closer look at this together. Please DM us and we can go from there. https://t.co/GDrqU22YpT
751218,"iPhone 6s now runs slowly with latest #IOS, also keyboard doesn’t always appear on some apps when reopening with fingerprint.@AppleSupport",@299551 We'd be happy to look into this with you! Send us a DM and we'll work from there. https://t.co/GDrqU22YpT
841935,@115858 iPhone battery swelled up your office in San Mateo won’t help. They said battery’s don’t leak???? Please help,"@320269 We got your DM, and we'll work with you from there. https://t.co/GDrqU22YpT"
1929539,@AppleSupport this new update for iPhone iOS 11.0.3 is god awful everything on my phone freezes now apps don’t appear properly either #shit,"@574178 We'd like to help. In DM, let us know if your iPhone freezes while using a particular app, or if it happens with all apps. https://t.co/GDrqU22YpT"
431281,@AppleSupport my iphone 7 is getting very hot since i upgraded to 11.0.2 🤔🤔 is that normal,"@217541 We want you to enjoy your iPhone; we'll do all we can to help. To start, when was your iPhone updated to 11.0.2?"
826655,@AppleSupport I keep getting this error message when I try to update/re-download iTunes https://t.co/K0F0phrl13,@316911 Thanks for the screenshot. Send us a DM and we'll continue working on this together there. https://t.co/GDrqU22YpT
897160,@AppleSupport It happened outside as well. It seems to be happening a lot and only since the iOS update.,@333046 Have you reached out to your carrier? Let us know in DM? https://t.co/GDrqU22YpT
2695020,@AppleSupport  https://t.co/qxN1kXOUZz,@717004 Have you been choosing Get Started each time? Please DM us. https://t.co/GDrqU22YpT
693691,My phone has had nothing but problems since updating to the new IOS @AppleSupport #iphone #problems #update,@285396 We'd love to help out. What kind of issues are you having since the update?
1412864,@AppleSupport Also - tried to receive a call. Phone rang but wouldn’t connect the sound when I answered. Neither the caller or myself could hear anything.,@448324 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT
2058357,When you get the iPhone 8 plus and scratch the screen the day after.... @115858 @AppleSupport,"@608762 We’d be happy to explore your options. To begin, please DM us and let us know which country you're located in. https://t.co/GDrqU22YpT"
371146,@AppleSupport I have received a phishing email to report 🙄,"@203889 We're happy to help point you in the right direction. Info on phishing, including reporting it, is here: https://t.co/LNMCdqt6fD"
1410788,iOS 11.1 aarrrghhh! Battery is draining way more faster than 11.0.3. What is wrong with you? @115858 @302344 @156470 @291582  iphone6s,@308029 Thank you for contacting us today. We understand how important it is to rely on your battery. Please send us a DM. https://t.co/GDrqU22YpT
2291693,🧐 @AppleSupport how come background picture r zoomed in so much for iPhone 8? I want the whole picture as my background? Like my 5S #helpplease,@665567 Help is here! Let's take a closer look together by moving to DM. Get started by using this link and include what iOS version is currently installed: https://t.co/GDrqU22YpT
2058421,@AppleSupport Why my battery only last 3 hours with 100%????!!,"@608787 That's a great question, and we'd like to work to find an answer. What device and iOS are you using? Let us know in DM. https://t.co/GDrqU22YpT"
1640177,"@AppleSupport The message sends green, but works fine with everyone else",@501452 Check out this article here: https://t.co/2hgNQH8Vvq Make sure your contact has iMessage turned on.
2296263,@AppleSupport hello plz can you help i can’t do backup why??,"@666693 Hey, thanks for reaching out. We're here to help. Which device are you having an issue backing up and what happens when you try to back up?"
13215,@AppleSupport Thanks fixed!!,"@118719 That's great news! If you need anything else, please feel free to reach back out to us."
288473,@AppleSupport my wifi keeps being toggled on automatically - is this a bug or is there a way to stop this?,@184719 Thanks for reaching out to us. Are you turning off Wi-Fi from the Control Center or Settings App?
2093805,"A literal bug crawled into my laptop through a port and got zapped and burnt my motherboard and now my MacBook is fried...
@115858 plz help",@618661 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT
1473363,Hey @115858 this new update is sick! The way it kills my battery and slows my phone down like never before. What a time to be alive.,@462004 That's not the experience we want you to have. Which iPhone and iOS device are you using?
2303727,Why is my phone autocorrecting we to W.E 😩😩😩😩😩 @AppleSupport,"@668463 Let's look into this together!  To start, feel free to DM us what iOS version we're working with and we'll go from there: https://t.co/GDrqU22YpT"
1108090,"iOS 11, I turn off Wi-Fi, lock my phone, unlock my phone &amp; wifi is automagically &amp; annoyingly back on @AppleSupport","@381530 Are you turning off Wi-Fi through the settings? DM us your answer, we'll work together more from there. https://t.co/GDrqU22YpT"
1392977,My iPhone 6s lags @AppleSupport,@443977 Hi there! We want to look into this with you. Let us know in DM which iOS version is installed. https://t.co/GDrqU22YpT
1219194,"@AppleSupport My car doesn’t support CarPlay. It uses Sync. After updating to iOS 11, the message center in my car now reads “unsupported device.”",@406051 Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT
1920086,Anybody else’s Apple Music shitting the bed and keeps asking them to choose their plan again?? Wtf @115858,"@571618 We want to ensure we get Apple Music back up and running. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
1394044,"Thanks @115858 the new IOS update has killed my 6s, it’s not like I need my phone or anything ☠️☠️☠️",@444203 We're here to help out. Send us a DM and tell us what's happening with your iPhone 6s. https://t.co/GDrqU22YpT
1104686,@AppleSupport IOS update it doesn’t happen anymore.,"@380677 Now we understand. Thank you for clarifying. Next, can you please tell us which version of iOS you are currently running?"
